################
### Dynasty dynasty_adarfiruzen
################

lineofadarfiruzen1 = {
	name = Ramisht
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken19 = {
	name = Mahdat
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken13
	mother = lineofmentarez19

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 5
	intrigue = 8
	learning = 5
	prowess = 6

	trait = just
	trait = impatient
	trait = arrogant
	trait = education_intrigue_2

	6814.12.09 = {
	    birth = yes
	}
	6837.03.25 = {  # Married at age 22
	    add_spouse = lineofesrecarzen5
	}
	6839.11.03 = {  
	    death = { death_reason = death_accident }
	}
}

lineofvisnarmaken20 = {
	name = Mahin
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken13
	mother = lineofmentarez19

	sexuality = heterosexual

	diplomacy = 6
	martial = 9
	stewardship = 4
	intrigue = 5
	learning = 5
	prowess = 8

	trait = patient
	trait = craven
	trait = chaste
	trait = education_martial_1

	6815.05.15 = {
	    birth = yes
	}
	6907.10.13 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken21 = {
	name = Kaykhusru
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken13
	mother = lineofmentarez19

	sexuality = heterosexual

	diplomacy = 1
	martial = 2
	stewardship = 5
	intrigue = 5
	learning = 4
	prowess = 3

	trait = zealous
	trait = lazy
	trait = paranoid
	trait = education_intrigue_4

	6816.06.08 = {
	    birth = yes
	}
	6832.08.26 = {  # Married at age 16
	    add_spouse = lineofesrecarzen4
	}
	6897.06.17 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken22 = {
	name = Pirangushnasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken14
	mother = lineofmentarez22

	sexuality = heterosexual

	diplomacy = 2
	martial = 7
	stewardship = 2
	intrigue = 7
	learning = 5
	prowess = 2

	trait = trusting
	trait = generous
	trait = just
	trait = education_intrigue_2

	6817.01.13 = {
	    birth = yes
	}
	6905.07.17 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken23 = {
	name = Meheryar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken14
	mother = lineofmentarez22

	sexuality = heterosexual

	diplomacy = 2
	martial = 5
	stewardship = 4
	intrigue = 4
	learning = 3
	prowess = 7

	trait = compassionate
	trait = paranoid
	trait = generous
	trait = education_martial_1

	6818.05.20 = {
	    birth = yes
	}
	6838.02.22 = {  # Married at age 19
	    add_spouse = lineoftarimez14
	}
	6904.06.23 = {  # Married at age 86
	    add_spouse = lineofvisnarmaken20
	}
	6908.07.14 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken24 = {
	name = Khufiruz
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken14
	mother = lineofmentarez22

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 9
	intrigue = 5
	learning = 1
	prowess = 10

	trait = stubborn
	trait = shy
	trait = humble
	trait = education_martial_2

	6819.08.01 = {
	    birth = yes
	}
	6839.12.07 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken26
	}
	6909.04.07 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken25 = {
	name = Surin
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken18
	mother = lineoftarimez7

	sexuality = heterosexual

	diplomacy = 3
	martial = 2
	stewardship = 4
	intrigue = 4
	learning = 2
	prowess = 7

	trait = cynical
	trait = lazy
	trait = humble
	trait = education_martial_3

	6820.03.07 = {
	    birth = yes
	}
	6903.11.02 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken26 = {
	name = Meherbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken18
	mother = lineoftarimez7

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 4
	intrigue = 4
	learning = 5
	prowess = 5

	trait = forgiving
	trait = sadistic
	trait = content
	trait = education_intrigue_3

	6821.04.11 = {
	    birth = yes
	}
	6909.06.24 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken27 = {
	name = Anoshiruvan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken18
	mother = lineoftarimez7

	sexuality = heterosexual

	diplomacy = 3
	martial = 7
	stewardship = 1
	intrigue = 8
	learning = 3
	prowess = 6

	trait = gluttonous
	trait = craven
	trait = eccentric
	trait = education_martial_2

	6822.07.09 = {
	    birth = yes
	}
	6907.11.28 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken28 = {
	name = Goraze
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken21
	mother = lineofesrecarzen4

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 5
	intrigue = 3
	learning = 1
	prowess = 1

	trait = greedy
	trait = gregarious
	trait = craven
	trait = education_diplomacy_4

	6832.06.24 = {
	    birth = yes
	}
	6856.06.15 = {  # Married at age 23
	    add_spouse = lineoftarimez15
	}
	6917.12.21 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken29 = {
	name = Namdar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken21
	mother = lineofesrecarzen4

	sexuality = asexual

	diplomacy = 2
	martial = 4
	stewardship = 10
	intrigue = 3
	learning = 5
	prowess = 4

	trait = cynical
	trait = deceitful
	trait = greedy
	trait = education_stewardship_3

	6833.07.25 = {
	    birth = yes
	}
	6918.04.22 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken30 = {
	name = Aspandyar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken21
	mother = lineofesrecarzen4

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 6
	intrigue = 6
	learning = 6
	prowess = 4

	trait = shy
	trait = zealous
	trait = patient
	trait = education_learning_3

	6834.07.13 = {
	    birth = yes
	}
	6855.06.17 = {  # Married at age 20
	    add_spouse = lineofkhudaradmen4
	}
	6932.09.20 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken31 = {
	name = Khushnawaz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken19
	mother = lineofesrecarzen5

	sexuality = heterosexual

	diplomacy = 2
	martial = 5
	stewardship = 6
	intrigue = 4
	learning = 5
	prowess = 5

	trait = cynical
	trait = patient
	trait = gregarious
	trait = education_stewardship_2

	6837.06.07 = {
	    birth = yes
	}
	6919.11.21 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken32 = {
	name = Gulrukh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken19
	mother = lineofesrecarzen5

	sexuality = heterosexual

	diplomacy = 7
	martial = 6
	stewardship = 2
	intrigue = 7
	learning = 7
	prowess = 5

	trait = vengeful
	trait = patient
	trait = diligent
	trait = education_intrigue_4

	6838.08.02 = {
	    birth = yes
	}
	6912.10.23 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken33 = {
	name = Aurvatasp
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken23
	mother = lineoftarimez14

	sexuality = heterosexual

	diplomacy = 5
	martial = 5
	stewardship = 7
	intrigue = 1
	learning = 3
	prowess = 1

	trait = shy
	trait = craven
	trait = patient
	trait = education_martial_3

	6838.02.14 = {
	    birth = yes
	}
	6898.01.01 = {  
	    death = { death_reason = death_battle }
	}
}

lineofvisnarmaken34 = {
	name = Pishkar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken19
	mother = lineofesrecarzen5

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 5
	intrigue = 5
	learning = 6
	prowess = 5

	trait = calm
	trait = lustful
	trait = patient
	trait = education_martial_2

	6839.01.08 = {
	    birth = yes
	}
	6855.01.22 = {  # Married at age 16
	    add_spouse = lineofesrecarzen7
	}
	6932.01.21 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken35 = {
	name = Khushchehr
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken23
	mother = lineoftarimez14

	sexuality = heterosexual

	diplomacy = 6
	martial = 2
	stewardship = 4
	intrigue = 6
	learning = 3
	prowess = 5

	trait = deceitful
	trait = trusting
	trait = content
	trait = education_diplomacy_4

	6839.01.10 = {
	    birth = yes
	}
	6933.12.14 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken36 = {
	name = Shidush
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken24
	mother = lineofvisnarmaken26

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 6
	intrigue = 3
	learning = 7
	prowess = 7

	trait = lustful
	trait = trusting
	trait = compassionate
	trait = education_martial_3

	6839.09.23 = {
	    birth = yes
	}
	6863.04.06 = {  # Married at age 23
	    add_spouse = lineoftarimez19
	}
	6922.01.01 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken37 = {
	name = Spityur
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken23
	mother = lineoftarimez14

	sexuality = heterosexual

	diplomacy = 3
	martial = 6
	stewardship = 6
	intrigue = 1
	learning = 3
	prowess = 4

	trait = lazy
	trait = eccentric
	trait = fickle
	trait = education_stewardship_3

	6840.04.01 = {
	    birth = yes
	}
	6933.09.15 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken38 = {
	name = Arzu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken24
	mother = lineofvisnarmaken26

	sexuality = heterosexual

	diplomacy = 9
	martial = 3
	stewardship = 2
	intrigue = 6
	learning = 3
	prowess = 4

	trait = shy
	trait = deceitful
	trait = calm
	trait = education_martial_3

	6840.06.08 = {
	    birth = yes
	}
	6919.12.18 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken39 = {
	name = Dinbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken24
	mother = lineofvisnarmaken26

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 5
	intrigue = 6
	learning = 4
	prowess = 4

	trait = diligent
	trait = honest
	trait = forgiving
	trait = education_intrigue_4

	6841.04.22 = {
	    birth = yes
	}
	6930.10.01 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken40 = {
	name = Khurshidbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken30
	mother = lineofkhudaradmen4

	sexuality = heterosexual

	diplomacy = 7
	martial = 5
	stewardship = 5
	intrigue = 6
	learning = 4
	prowess = 3

	trait = arrogant
	trait = gluttonous
	trait = brave
	trait = education_intrigue_4

	6855.02.14 = {
	    birth = yes
	}
	6905.12.18 = {  
	    death = { death_reason = death_murder }
	}
}

lineofvisnarmaken41 = {
	name = Meherafshan
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken34
	mother = lineofesrecarzen7

	sexuality = heterosexual

	diplomacy = 7
	martial = 2
	stewardship = 10
	intrigue = 5
	learning = 3
	prowess = 2

	trait = eccentric
	trait = wrathful
	trait = arbitrary
	trait = education_stewardship_3

	6855.10.05 = {
	    birth = yes
	}
	6875.12.07 = {  # Married at age 20
	    add_spouse = lineoftarimez21
	}
	6938.05.02 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken42 = {
	name = Arta
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken30
	mother = lineofkhudaradmen4

	sexuality = heterosexual

	diplomacy = 4
	martial = 8
	stewardship = 2
	intrigue = 4
	learning = 5
	prowess = 6

	trait = humble
	trait = paranoid
	trait = stubborn
	trait = education_diplomacy_3

	6856.12.20 = {
	    birth = yes
	}
	6876.08.13 = {  # Married at age 19
	    add_spouse = lineofesrecarzen12
	}
	6940.08.24 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken43 = {
	name = Bardiya
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken28
	mother = lineoftarimez15

	sexuality = heterosexual

	diplomacy = 5
	martial = 2
	stewardship = 4
	intrigue = 5
	learning = 2
	prowess = 4

	trait = content
	trait = eccentric
	trait = chaste
	trait = education_intrigue_3

	6856.02.22 = {
	    birth = yes
	}
	6872.01.05 = {  # Married at age 15
	    add_spouse = lineofesrecarzen11
	}
	6944.08.19 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken44 = {
	name = Mahinbanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken34
	mother = lineofesrecarzen7

	sexuality = heterosexual

	diplomacy = 6
	martial = 1
	stewardship = 3
	intrigue = 4
	learning = 3
	prowess = 3

	trait = vengeful
	trait = humble
	trait = compassionate
	trait = education_intrigue_2

	6856.05.17 = {
	    birth = yes
	}
	6925.08.27 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken45 = {
	name = Delara
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken30
	mother = lineofkhudaradmen4

	sexuality = heterosexual

	diplomacy = 3
	martial = 5
	stewardship = 4
	intrigue = 6
	learning = 5
	prowess = 1

	trait = paranoid
	trait = compassionate
	trait = calm
	trait = education_learning_4

	6857.12.28 = {
	    birth = yes
	}
	6925.01.19 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken46 = {
	name = Ramburzin
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken28
	mother = lineoftarimez15

	sexuality = heterosexual

	diplomacy = 2
	martial = 2
	stewardship = 8
	intrigue = 3
	learning = 4
	prowess = 4

	trait = arrogant
	trait = diligent
	trait = patient
	trait = education_learning_2

	6857.09.13 = {
	    birth = yes
	}
	6875.10.07 = {  # Married at age 18
	    add_spouse = lineoftarimez22
	}
	6939.02.05 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken47 = {
	name = Gulandam
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken34
	mother = lineofesrecarzen7

	sexuality = heterosexual

	diplomacy = 1
	martial = 3
	stewardship = 3
	intrigue = 6
	learning = 3
	prowess = 6

	trait = lazy
	trait = honest
	trait = shy
	trait = education_stewardship_2

	6857.03.11 = {
	    birth = yes
	}
	6929.10.09 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken48 = {
	name = Delkhush
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken28
	mother = lineoftarimez15

	sexuality = heterosexual

	diplomacy = 4
	martial = 6
	stewardship = 3
	intrigue = 7
	learning = 4
	prowess = 4

	trait = calm
	trait = diligent
	trait = impatient
	trait = education_martial_2

	6858.01.12 = {
	    birth = yes
	}
	6920.10.27 = {  
	    death = { death_reason = death_accident }
	}
}

lineofvisnarmaken49 = {
	name = Urvatatnara
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken36
	mother = lineoftarimez19

	sexuality = heterosexual

	diplomacy = 5
	martial = 3
	stewardship = 3
	intrigue = 5
	learning = 1
	prowess = 6

	trait = lustful
	trait = stubborn
	trait = shy
	trait = education_stewardship_4

	6863.10.17 = {
	    birth = yes
	}
	6879.06.10 = {  # Married at age 15
	    add_spouse = lineofmentarez34
	}
	6930.02.27 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken50 = {
	name = Delnavaz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken36
	mother = lineoftarimez19

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 4
	intrigue = 4
	learning = 7
	prowess = 4

	trait = zealous
	trait = paranoid
	trait = compassionate
	trait = education_learning_2

	6864.09.03 = {
	    birth = yes
	}
	6938.01.07 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken51 = {
	name = Nevazar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken41

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 4
	intrigue = 8
	learning = 4
	prowess = 6

	trait = bastard

	trait = patient
	trait = honest
	trait = trusting
	trait = education_learning_3

	6871.06.26 = {
	    birth = yes
	}
	6889.06.02 = {  # Married at age 17
	    add_spouse = lineofvisnarmaken54
	}
	6961.09.04 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken52 = {
	name = Khubchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken36
	mother = lineoftarimez19

	sexuality = heterosexual

	diplomacy = 2
	martial = 5
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 6

	trait = craven
	trait = temperate
	trait = humble
	trait = education_martial_2

	6865.11.23 = {
	    birth = yes
	}
	6915.08.08 = {  
	    death = { death_reason = death_murder }
	}
}

lineofvisnarmaken53 = {
	name = Banuhuram
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken43
	mother = lineofesrecarzen11

	sexuality = heterosexual

	diplomacy = 7
	martial = 6
	stewardship = 7
	intrigue = 4
	learning = 3
	prowess = 3

	trait = diligent
	trait = stubborn
	trait = deceitful
	trait = education_diplomacy_4

	6872.07.02 = {
	    birth = yes
	}
	6953.01.19 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken54 = {
	name = Samanrukh
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken43
	mother = lineofesrecarzen11

	sexuality = heterosexual

	diplomacy = 6
	martial = 10
	stewardship = 3
	intrigue = 6
	learning = 5
	prowess = 2

	trait = craven
	trait = paranoid
	trait = callous
	trait = education_martial_1

	6873.05.26 = {
	    birth = yes
	}
	6919.03.10 = {  
	    death = { death_reason = death_murder }
	}
}

lineofvisnarmaken55 = {
	name = Shirzad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken43
	mother = lineofesrecarzen11

	sexuality = heterosexual

	diplomacy = 4
	martial = 9
	stewardship = 3
	intrigue = 4
	learning = 5
	prowess = 2

	trait = cynical
	trait = fickle
	trait = paranoid
	trait = education_martial_4

	6874.08.20 = {
	    birth = yes
	}
	6894.03.20 = {  # Married at age 19
	    add_spouse = lineofvisnarmaken63
	}
	6965.08.06 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken56 = {
	name = Khushnawaz
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken41
	mother = lineoftarimez21

	sexuality = heterosexual

	diplomacy = 2
	martial = 5
	stewardship = 3
	intrigue = 5
	learning = 4
	prowess = 4

	trait = craven
	trait = lustful
	trait = cynical
	trait = education_martial_2

	6875.05.13 = {
	    birth = yes
	}
	6936.09.19 = {  
	    death = { death_reason = death_accident }
	}
}

lineofvisnarmaken57 = {
	name = Vispanfriva
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken46
	mother = lineoftarimez22

	sexuality = heterosexual

	diplomacy = 7
	martial = 1
	stewardship = 6
	intrigue = 4
	learning = 4
	prowess = 2

	trait = gluttonous
	trait = lazy
	trait = callous
	trait = education_stewardship_3

	6875.01.11 = {
	    birth = yes
	}
	6959.12.23 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken58 = {
	name = Aredetfredhi
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken41
	mother = lineoftarimez21

	sexuality = heterosexual

	diplomacy = 3
	martial = 6
	stewardship = 6
	intrigue = 1
	learning = 3
	prowess = 3

	trait = diligent
	trait = humble
	trait = calm
	trait = education_stewardship_1

	6876.12.20 = {
	    birth = yes
	}
	6949.04.16 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken59 = {
	name = Hoshyar
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken46
	mother = lineoftarimez22

	sexuality = heterosexual

	diplomacy = 1
	martial = 4
	stewardship = 5
	intrigue = 3
	learning = 7
	prowess = 3

	trait = ambitious
	trait = diligent
	trait = craven
	trait = education_martial_1

	6876.10.11 = {
	    birth = yes
	}
	6895.08.10 = {  # Married at age 18
	    add_spouse = lineoftarimez30
	}
	6954.05.23 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken60 = {
	name = Nariman
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken42
	mother = lineofesrecarzen12

	sexuality = heterosexual

	diplomacy = 10
	martial = 4
	stewardship = 2
	intrigue = 2
	learning = 3
	prowess = 2

	trait = patient
	trait = craven
	trait = calm
	trait = education_diplomacy_4

	6876.02.23 = {
	    birth = yes
	}
	6896.07.16 = {  # Married at age 20
	    add_spouse = lineofvisnarmaken58
	}
	6965.07.03 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken61 = {
	name = Nekmard
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken41
	mother = lineoftarimez21

	sexuality = heterosexual

	diplomacy = 4
	martial = 3
	stewardship = 6
	intrigue = 4
	learning = 5
	prowess = 5

	trait = temperate
	trait = patient
	trait = arrogant
	trait = education_learning_4

	6877.12.06 = {
	    birth = yes
	}
	6897.08.12 = {  # Married at age 19
	    add_spouse = lineofvisnarmaken57
	}
	6956.02.27 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken62 = {
	name = Banudadhush
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken46
	mother = lineoftarimez22

	sexuality = heterosexual

	diplomacy = 3
	martial = 1
	stewardship = 5
	intrigue = 7
	learning = 4
	prowess = 3

	trait = lazy
	trait = honest
	trait = patient
	trait = education_intrigue_3

	6877.11.22 = {
	    birth = yes
	}
	6968.09.19 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken63 = {
	name = Khubchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken42
	mother = lineofesrecarzen12

	sexuality = heterosexual

	diplomacy = 6
	martial = 4
	stewardship = 5
	intrigue = 10
	learning = 6
	prowess = 5

	trait = lustful
	trait = patient
	trait = callous
	trait = education_intrigue_2

	6877.04.19 = {
	    birth = yes
	}
	6931.04.14 = {  
	    death = { death_reason = death_murder }
	}
}

lineofvisnarmaken64 = {
	name = Rambanu
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken42
	mother = lineofesrecarzen12

	sexuality = heterosexual

	diplomacy = 4
	martial = 6
	stewardship = 7
	intrigue = 3
	learning = 5
	prowess = 6

	trait = arrogant
	trait = gregarious
	trait = forgiving
	trait = education_learning_1

	6878.09.11 = {
	    birth = yes
	}
	6953.09.10 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken65 = {
	name = Bahadur
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken49
	mother = lineofmentarez34

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 4
	intrigue = 2
	learning = 5
	prowess = 5

	trait = paranoid
	trait = wrathful
	trait = fickle
	trait = education_martial_4

	6879.07.04 = {
	    birth = yes
	}
	6895.12.23 = {  # Married at age 16
	    add_spouse = lineofesrecarzen20
	}
	6967.10.09 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken66 = {
	name = Delruba
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken49
	mother = lineofmentarez34

	sexuality = heterosexual

	diplomacy = 6
	martial = 3
	stewardship = 8
	intrigue = 10
	learning = 4
	prowess = 5

	trait = humble
	trait = gluttonous
	trait = vengeful
	trait = education_learning_3

	6880.08.24 = {
	    birth = yes
	}
	6940.03.25 = {  
	    death = { death_reason = death_cancer }
	}
}

lineofvisnarmaken67 = {
	name = Shirzad
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken49
	mother = lineofmentarez34

	sexuality = heterosexual

	diplomacy = 4
	martial = 4
	stewardship = 4
	intrigue = 4
	learning = 3
	prowess = 5

	trait = patient
	trait = temperate
	trait = paranoid
	trait = education_diplomacy_2

	6881.04.06 = {
	    birth = yes
	}
	6914.10.03 = {  # Married at age 33
	    add_spouse = lineofesrecarzen22
	}
	6974.08.25 = {  
	    death = { death_reason = death_natural_causes }
	}
}

lineofvisnarmaken68 = {
	name = Nazchehr
	female = yes
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken60
	mother = lineofvisnarmaken58

	sexuality = heterosexual

	diplomacy = 6
	martial = 7
	stewardship = 6
	intrigue = 3
	learning = 2
	prowess = 3

	trait = arbitrary
	trait = patient
	trait = paranoid
	trait = education_diplomacy_3

	6932.01.21 = {
	    birth = yes
	}
	6981.02.07 = {  
	    death = { death_reason = death_murder }
	}
}

lineofvisnarmaken69 = {
	name = Noved
	culture = clyan
	religion = faith_tilanik

	dynasty = dynasty_visnarmaken
	father = lineofvisnarmaken65
	mother = lineofesrecarzen20

	sexuality = heterosexual

	diplomacy = 7
	martial = 2
	stewardship = 1
	intrigue = 3
	learning = 7
	prowess = 5

	trait = just
	trait = patient
	trait = arrogant
	trait = education_diplomacy_2

	6932.09.21 = {
	    birth = yes
	}
	6948.12.10 = {  # Married at age 16
	    add_spouse = lineofesrecarzen41
	}
	7027.06.27 = {  
	    death = { death_reason = death_natural_causes }
